language|Alert_definition|PT|Title|Content|Id|PublishedDate|LinkURI
en|" flood | ""ice jam"" + Ontario"|Ontario|<b>Ontario</b> set to tweak excess soil regulations - REMI Network|Patient safety during hospital <b>flood</b> events. When a flooding event occurs, either weather-based or mechanical, the effects can be swift and&nbsp;...|tag:google.com,2013:googlealerts/feed:10426188430003085303|2023-10-18T22:11:16Z|https://www.reminetwork.com/articles/ontario-set-to-tweak-excess-soil-regulations/
en|" flood | ""ice jam"" + Ontario"|Ontario|FACT FOCUS: Misinformation about the Israel-Hamas war is flooding social media. Here are the facts|In the days since Hamas militants stormed into Israel early Oct. 7, a <b>flood</b> ... <b>Ontario</b> &middot; <b>Ontario</b> Regional News &middot; <b>Ontario</b> Communities News &middot; Canada.|tag:google.com,2013:googlealerts/feed:15946670524791119248|2023-10-18T21:46:41Z|https://www.therecord.com/news/world/fact-focus-misinformation-about-the-israel-hamas-war-is-flooding-social-media-here-are-the/article_e1d1d31a-b25e-5e5f-b597-d1789713287b.html
en|" flood | ""ice jam"" + Ontario"|Ontario|"Local Video | CTV News Ottawa"|E! MTV; Much. Go to Site. Atmospheric river: Heavy rain sparks <b>flood</b> concerns in B.C. ... <b>Ontario&#39;s</b> public elementary teachers vote in favour of strike&nbsp;...|tag:google.com,2013:googlealerts/feed:13874471549863096582|2023-10-18T21:27:58Z|https://ottawa.ctvnews.ca/video%3FplaylistId%3D1.6606329
en|" flood | ""ice jam"" + Ontario"|Ontario|Hydro Ottawa customers can now switch to <b>Ontario&#39;s</b> new ultra-low overnight electricity rate ...|In other news. Stolen big rig leads OPP on pursuit &middot; <b>Flood</b> of felines has Ottawa Humane Society looking for foster homes &middot; Porter Airlines announces&nbsp;...|tag:google.com,2013:googlealerts/feed:15250762304589588883|2023-10-18T21:21:16Z|https://ottawa.citynews.ca/2023/10/18/hydro-ottawa-customers-can-now-switch-to-ontarios-new-ultra-low-overnight-electricity-rate-plan-which-comes-into-effect-on-nov-1/
en|" flood | ""ice jam"" + Ontario"|Ontario|Canada Weather Forecast: Clipper Systems To Unload Heavy Rain in Southern <b>Ontario</b>|... <b>flood</b>-prone areas can be at risk of small to severe flooding. Flooded roads can be possible this week, especially in Southern <b>Ontario</b>. People&nbsp;...|tag:google.com,2013:googlealerts/feed:2833941659247622653|2023-10-18T21:06:36Z|https://www.natureworldnews.com/articles/58988/20231018/canada-weather-forecast-multiple-clipper-systems-southern-ontario.htm
en|" flood | ""ice jam"" + Ontario"|Ontario|Province facing pressure to take action on Marineland - YouTube|Politicians and animal activists are calling on the <b>Ontario</b> government to ... Aerial view of <b>flood</b> damage in B.C.&#39;s Fraser Valley. CBC News: The&nbsp;...|tag:google.com,2013:googlealerts/feed:8706053939747213557|2023-10-18T19:14:46Z|https://www.youtube.com/watch%3Fv%3D-NWZs0po0cU
en|" flood | ""ice jam"" + Ontario"|Ontario|Mandatory wellness program stirs up a hornet&#39;s nest among <b>Ontario</b> realtors|... <b>Ontario</b> on October 16. The problem facing Ms. Johnson and her son, who ... Etobicoke house beats fall&#39;s <b>flood</b> of listings, gets seven offers. Done&nbsp;...|tag:google.com,2013:googlealerts/feed:12244816054027946741|2023-10-18T17:28:49Z|https://www.theglobeandmail.com/real-estate/article-mandatory-wellness-program-stirs-up-a-hornets-nest-among-ontario/
en|" flood | ""ice jam"" + Ontario"|Ontario|Public Service Announcement: Reminder Flooding Can Happen in Fall Season|... <b>flood</b> risk from rivers and streams. The Greater Toronto Area can be ... Conservation <b>Ontario</b> logo Member of Conservation <b>Ontario</b>. Social Media Links.|tag:google.com,2013:googlealerts/feed:6539158479811770352|2023-10-18T17:25:39Z|https://cvc.ca/news/public-service-announcement-reminder-flooding-can-happen-in-fall-season/
en|" flood | ""ice jam"" + Ontario"|Ontario|Europe is looking to fight the <b>flood</b> of Chinese electric vehicles. But Europeans love them|Europe is looking to fight the <b>flood</b> of Chinese electric vehicles. But ... 333 Bloor Street East, Toronto, <b>Ontario</b> M4W 1G9 © 2002 - 2023 Rogers Media.|tag:google.com,2013:googlealerts/feed:2978949749538068236|2023-10-18T17:12:04Z|https://toronto.citynews.ca/2023/10/18/europe-is-looking-to-fight-the-flood-of-chinese-electric-vehicles-but-europeans-love-them/
en|" flood | ""ice jam"" + Ontario"|Ontario|GHERSON: <b>Ontario&#39;s</b> resurgence as an automotive powerhouse - MSN|... <b>Ontario</b> from start to finish by <b>Ontario</b> workers.” The Toronto region ... Localized <b>flood</b> threat as spiraling system brings days of rain to East Coast.|tag:google.com,2013:googlealerts/feed:5341553970758472166|2023-10-18T17:06:22Z|https://www.msn.com/en-ca/money/topstories/gherson-ontario-s-resurgence-as-an-automotive-powerhouse/ar-AA1irz7h%3Focid%3Dfinance-verthp-feeds
en|" flood | ""ice jam"" + Ontario"|Ontario|More casino cash for city - Quinte News|The City of Belleville has received just under a million dollars from <b>Ontario</b> Lottery and Gaming Corporation, . ... <b>flood</b> prevention measures. More&nbsp;...|tag:google.com,2013:googlealerts/feed:17276063686652135303|2023-10-18T16:59:15Z|https://www.quintenews.com/2023/10/18/317441/
en|" flood | ""ice jam"" + Saskatchewan"|Saskatchewan|Regina students walk out of class in protest of <b>Saskatchewan</b> pronoun legislation - MSN|... <b>Saskatchewan</b> government&#39;s proposed pronoun legislation. &quot;I&#39;m also afraid for ... <b>flood</b> threat as spiraling system brings days of rain to East Coast.|tag:google.com,2013:googlealerts/feed:3512635090904636682|2023-10-18T10:20:03Z|https://www.msn.com/en-ca/news/canada/regina-students-walk-out-of-class-in-protest-of-saskatchewan-pronoun-legislation/ar-AA1inPqU
fr|"inondation | embacle + Ontario"|Ontario|La côte sud-ouest de l&#39;île de Vancouver passe au niveau « veille <b>inondation</b>|Des <b>inondations</b> mineures seraient alors possibles dans les zones de basse altitude. Ces débits importants sont liés à l&#39;épisode de pluie qui a&nbsp;...|tag:google.com,2013:googlealerts/feed:9445405293832038001|2023-10-18T21:17:43Z|https://ici.radio-canada.ca/nouvelle/2019178/pluie-inondation-ile-vancouver-vigilance
fr|"inondation | embacle + Ontario"|Ontario|Tempêtes estivales : le Bureau d&#39;assurance du Canada fait le bilan|... <b>Ontario</b> et du Québec, provoquant des orages, deux tornades, de gros grêlons et des précipitations qui ont causé des <b>inondations</b>. Une période de&nbsp;...|tag:google.com,2013:googlealerts/feed:12221149915125983358|2023-10-18T20:28:52Z|https://portail-assurance.ca/article/tempetes-estivales-le-bureau-dassurance-du-canada-fait-le-bilan/
fr|" inondation | embacle + Québec"|Québec|"Actualité, faits divers et nouvelles en direct | 18 octobre 2023"|Les jeunes <b>Québécois</b> se méfient des médias. La méfiance des jeunes envers les médias traditionnels ouvre la porte aux théories du complot, révèle un&nbsp;...|tag:google.com,2013:googlealerts/feed:15949759723062256622|2023-10-19T04:06:00Z|https://www.tvanouvelles.ca/actualites/archives/2023/10/18
fr|" inondation | embacle + Québec"|Québec|La côte sud-ouest de l&#39;île de Vancouver passe au niveau « veille <b>inondation</b>|Une telle devise serait plus profitable que celle de la Banque du Canada, estime le chef du Parti <b>québécois</b>. ... Valérie Plante s&#39;adresse aux&nbsp;...|tag:google.com,2013:googlealerts/feed:14253160635108454292|2023-10-18T21:17:43Z|https://ici.radio-canada.ca/nouvelle/2019178/pluie-inondation-ile-vancouver-vigilance
fr|" inondation | embacle + Québec"|Québec|Tempêtes estivales : le Bureau d&#39;assurance du Canada fait le bilan|... <b>Québec</b>, provoquant des orages, deux tornades, de gros grêlons et des précipitations qui ont causé des <b>inondations</b>. Une période de temps chaud et&nbsp;...|tag:google.com,2013:googlealerts/feed:5985342029322500991|2023-10-18T20:28:52Z|https://portail-assurance.ca/article/tempetes-estivales-le-bureau-dassurance-du-canada-fait-le-bilan/
fr|" inondation | embacle + Québec"|Québec|Décès de Guy Latraverse: «Mon frère était amoureux du <b>Québec</b> et de ses artistes|Dès l&#39;annonce de sa mort, les réactions des milieux culturel et politique ont <b>inondé</b> les journaux et les réseaux sociaux. Décès de Guy Latraverse: «&nbsp;...|tag:google.com,2013:googlealerts/feed:10196555942985506468|2023-10-18T18:01:34Z|https://www.journaldemontreal.com/2023/10/17/deces-de-guy-latraverse--louise-latraverse-nous-raconte-son-frere
fr|" inondation | embacle + Québec"|Québec|Des Trifluviens demandent un moratoire sur le développement dans leur quartier|... <b>inondations</b> et des refoulements d&#39;égout à répétition et ... Financement des villes : « Pas de marge de manœuvre à <b>Québec</b> », dit François Legault.|tag:google.com,2013:googlealerts/feed:10948871114647600055|2023-10-18T14:41:57Z|https://ici.radio-canada.ca/nouvelle/2019016/chavigny-verendry-inondations-moratoire-egout
fr|" inondation | embacle + Québec"|Québec|De fortes pluies pourraient provoquer des <b>inondations</b> sur les côtes de la C.-B.|En cas d&#39;<b>inondation</b>, il est conseillé de ... Publié à 8 h 00 UTCTransport collectif : le torchon brûle avec la ministre Geneviève Guilbault. <b>Québec</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:14812501350342286483|2023-10-18T14:31:50Z|https://ici.radio-canada.ca/nouvelle/2018983/pluie-vents-rafales-inondations-vancouver
fr|" inondation | embacle + Québec"|Québec|<b>Inondations</b>: une «source d&#39;angoisse permanente» pour des citoyens de Trois-Rivières|<b>Inondations</b>: une «source d&#39;angoisse permanente» pour des citoyens de ... Cuisinez des brownies avec les courges biologiques du <b>Québec</b>. 12 octobre&nbsp;...|tag:google.com,2013:googlealerts/feed:8398719444617901544|2023-10-18T14:30:34Z|https://www.lenouvelliste.ca/actualites/actualites-locales/trois-rivieres/2023/10/18/inondations-une-source-dangoisse-permanente-pour-des-citoyens-de-trois-rivieres-GLAUHNSFCRHFLIGTZ726I3PQIE/
fr|" inondation | embacle + Québec"|Québec|400 000 $ octroyés à Beauceville pour la préparation du réaménagement de son noyau urbain|"PLAN DE PROTECTION DU TERRITOIRE FACE AUX <b>INONDATIONS</b> 400 000 $ octroyés ... <b>Québec</b> Date: 1 novembre 2023. PORTES OUVERTES | BACCALAURÉAT EN ÉTUDES&nbsp;..."|tag:google.com,2013:googlealerts/feed:8195363299552342690|2023-10-18T10:03:54Z|https://rimq.qc.ca/article/municipal/categorie/environnement/13/1045706/400-000-octroyes-a-beauceville-pour-la-preparation-du-reamenagement-de-son-noyau-urbain.html
fr|" inondation | embacle + Québec"|Québec|Changements climatiques : les cours d&#39;eau ont besoin d&#39;espace - Le Soleil|<b>Québec</b> est à cartographier les zones d&#39;<b>inondation</b> à travers la province. Un vaste chantier amorcé après les <b>inondations</b> de 2017 et 2019 qui ont&nbsp;...|tag:google.com,2013:googlealerts/feed:5844591130550209609|2023-10-18T08:02:46Z|https://www.lesoleil.com/actualites/actualites-locales/2023/10/18/changements-climatiques-les-cours-deau-ont-besoin-despace-ZCXCWI755RGPRKB6ZKLVPCNMIY/
fr|" inondation | embacle + Québec"|Québec|Lutte contre l&#39;itinérance - Québec Municipal|MAMH Plan de protection du territoire face aux <b>inondations</b> - Soutien ... <b>Québec</b>, <b>Québec</b>, tel: 1-418-651-9890. Design et intégration par Spektrum&nbsp;...|tag:google.com,2013:googlealerts/feed:15684357614874739512|2023-10-18T04:04:18Z|https://www.quebecmunicipal.qc.ca/index.asp%3Fmodule%3Darticles%26section%3D1%26action%3Ddetails%26id%3D141261
fr|" inondation | embacle + Québec"|Québec|Elle craint de ne pas avoir son injection à cause de son assureur Canada Vie|Depuis, Le Journal est <b>inondé</b> de témoignages d&#39;assurés mécontents, qui n ... Au <b>Québec</b>. Quel salaire gagne une adjointe administrative ou un adjoint&nbsp;...|tag:google.com,2013:googlealerts/feed:12614097013503647755|2023-10-18T04:01:30Z|https://www.journaldequebec.com/2023/10/18/elle-craint-de-ne-pas-avoir-son-injection-a-cause-de-son-assureur-canada-vie
en|" flood | ""ice jam"" + ""Nova Scotia"""|Nova Scotia|Don&#39;t be alarmed: 10 Montreal factories will test their emergency sirens today|The public is also asked not to pick up their children at school and not to <b>flood</b> the phone lines. ... <b>Nova Scotia</b> submits child-care action plan to&nbsp;...|tag:google.com,2013:googlealerts/feed:11315775439459515169|2023-10-18T23:38:09Z|https://ca.news.yahoo.com/dont-alarmed-10-montreal-factories-112147299.html
en|" flood | ""ice jam"" + ""Nova Scotia"""|Nova Scotia|Major solar panel plant opens in US amid backdrop of industry worries about low-priced ...|Industry jitters about a <b>flood</b> of cheap solar panels from overseas show ... 6080 Young Street Halifax, <b>Nova Scotia</b>, B3K 5L2 © 2006 - 2023 Rogers Media.|tag:google.com,2013:googlealerts/feed:2870833207373154183|2023-10-18T16:16:01Z|https://halifax.citynews.ca/2023/10/18/major-solar-panel-plant-opens-in-us-amid-backdrop-of-industry-worries-about-low-priced-asian-imports/
en|" flood | ""ice jam"" + ""Nova Scotia"""|Nova Scotia|<b>N.S.</b> hay shortage puts veteran support program with horses in jeopardy - MSN|A farm in <b>Nova Scotia&#39;s</b> Hants County has been struggling to acquire hay ... <b>flood</b> threat as spiraling system brings days of rain to East Coast.|tag:google.com,2013:googlealerts/feed:13694801739885718442|2023-10-18T15:23:48Z|https://www.msn.com/en-ca/news/canada/n-s-hay-shortage-puts-veteran-support-program-with-horses-in-jeopardy/ar-AA1iqiSE
en|" flood | ""ice jam"" + ""Nova Scotia"""|Nova Scotia|Severe weather brings disruption along Devon coast - Yahoo News Canada|<b>Flood</b>, power outage risk rises in B.C. as potent fall storm pushes in ... The Weather Network. Strong storm threatens Newfoundland, parts of <b>Nova Scotia</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:9181890682685987670|2023-10-18T11:33:15Z|https://ca.news.yahoo.com/severe-weather-brings-disruption-along-112621207.html
en|" flood | ""ice jam"" + ""Nova Scotia"""|Nova Scotia|"African refugees arrive to fill labour shortages in <b>Nova Scotia</b> | Watch - MSN"|Localized <b>flood</b> threat as spiraling system brings days of rain to East Coast. <b>Flood</b>, power outage risk rises in B.C. as potent fall storm pushes in.|tag:google.com,2013:googlealerts/feed:941264541900121893|2023-10-18T09:11:30Z|https://www.msn.com/en-ca/news/canada/african-refugees-arrive-to-fill-labour-shortages-in-nova-scotia/vi-AA1ip46f
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|"<b>BC</b> NDP leads latest polls: Angus Reid | CityNews Vancouver"|Voters in <b>B.C.</b> are gearing up to head to the polls in just over a year to choose the next provincial government, and the NDP is leading.|tag:google.com,2013:googlealerts/feed:13497981735269272068|2023-10-20T05:59:31Z|https://vancouver.citynews.ca/2023/10/19/bc-ndp-lead-polls-conservatives-united/
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|"Soaking from atmospheric river helps ease drought levels across southern <b>B.C.</b> - <b>BC</b> | Globalnews.ca"|<b>British Columbia&#39;s</b> South Coast is starting to dry out after its first ... We had rise in the river level and things, we had a <b>flood</b> watch in&nbsp;...|tag:google.com,2013:googlealerts/feed:15518677652986429413|2023-10-20T05:33:28Z|https://globalnews.ca/news/10037601/bc-drought-atmospheric-river/
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|Atmospheric river passes in southern <b>B.C.</b>, but area rivers still rising - MSN|... <b>British Columbia&#39;s</b> first atmospheric river of autumn could take a little longer to ease. The <b>B.C.</b> River Forecast Centre posted <b>flood</b> watches&nbsp;...|tag:google.com,2013:googlealerts/feed:17985449577772518336|2023-10-20T02:18:12Z|https://www.msn.com/en-ca/news/weather/atmospheric-river-passes-in-southern-b-c-but-area-rivers-still-rising/ar-AA1iwmW3
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|Better cell coverage focus for Liberals after summer of flooding and wildfires|Its being called The Highway Cellular Coverage Act would mirror a similar initiative done in <b>British Columbia</b> to ensure that there is cell coverage on&nbsp;...|tag:google.com,2013:googlealerts/feed:16470923378057679223|2023-10-19T22:26:43Z|https://www.1015thehawk.com/2023/10/19/better-cell-coverage-focus-for-liberals-after-summer-of-flooding-and-wildfires/
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|Waterways still rising, forecast centre warns, after atmospheric river passes southern <b>B.C.</b> - CBC|The <b>B.C.</b> River Forecast Centre posted <b>flood</b> watches across western Vancouver Island and for the Englishman River near Parksville, warning of levels&nbsp;...|tag:google.com,2013:googlealerts/feed:16798431315183427505|2023-10-19T17:32:31Z|https://www.cbc.ca/news/canada/british-columbia/bc-atmospheric-river-ends-1.7001564
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|&#39;2 years, no action&#39;: <b>Flood</b>-ravaged Fraser Valley homeowners left in &#39;limbo&#39; - Vernon Morning Star|&#39;2 years, no action&#39;: <b>Flood</b>-ravaged Fraser Valley homeowners left in &#39;limbo&#39; ... <b>British Columbia</b> to immediately take action and provide a financial&nbsp;...|tag:google.com,2013:googlealerts/feed:1453961182846640744|2023-10-19T15:35:38Z|https://www.vernonmorningstar.com/news/2-years-no-action-flood-ravaged-fraser-valley-homeowners-left-in-limbo-5934615
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|IBAC welcomes new leadership - Insurance Business America|Catastrophe &amp; <b>Flood</b> &middot; Claims &middot; Commercial Solutions &middot; Construction ... Linda Dolan - Chair (<b>British Columbia</b>); Traci Boland - President (Ontario)&nbsp;...|tag:google.com,2013:googlealerts/feed:4673172434366753287|2023-10-19T15:05:12Z|https://www.insurancebusinessmag.com/ca/news/breaking-news/ibac-welcomes-new-leadership-463696.aspx
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|Cancelled ferries spark debate about proposed fines in <b>B.C.</b> legislature - CTV News Vancouver|Continued missed sailings…and worse results for <b>British Columbians</b>,” said <b>BC</b> United leader Kevin Falcon. ... Atmospheric river: Heavy rain sparks <b>flood</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:13392109688530821064|2023-10-19T14:56:33Z|https://bc.ctvnews.ca/cancelled-ferries-spark-debate-about-proposed-fines-in-b-c-legislature-1.6607773
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|Moisture-laden storm brings extreme rainfall totals to parts of <b>B.C.</b> - MSN|... <b>B.C.</b>, experts say &middot; <b>Flood</b>-related advisories have been issued, cautioning people to stay away from rushing creeks and be weary near burn-scarred&nbsp;...|tag:google.com,2013:googlealerts/feed:15186581936966622907|2023-10-19T14:37:30Z|https://www.msn.com/en-ca/weather/topstories/moisture-laden-storm-brings-extreme-rainfall-totals-to-parts-of-b-c/ar-AA1ir87t
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|Staffing issues force <b>BC</b> Ferries sailing cancellations between Victoria, Tsawwassen|Once again, staffing issues have forced <b>BC</b> Ferries to cancel sailings on a major route between the Lower Mainland and Vancouver Island.|tag:google.com,2013:googlealerts/feed:5825082177467799942|2023-10-19T00:55:26Z|https://bc.ctvnews.ca/mobile/staffing-issues-force-bc-ferries-sailing-cancellations-between-victoria-tsawwassen-1.6606628
en|" flood | ""ice jam"" + ""New Brunswick"""|New Brunswick|Éric Pineault: Energy transition through the lens of degrowth [video] - <b>NB</b> Media Co-op|The <b>NB</b> Media Co-op is a partner in the new five-year research project CEDAR (Contesting Energy Discourses through Action Research) that was&nbsp;...|tag:google.com,2013:googlealerts/feed:8072382176099582794|2023-10-19T09:12:32Z|https://nbmediacoop.org/2023/10/19/eric-pineault-the-energy-transition-through-the-lens-of-degrowth/
en|" flood | ""ice jam"" + ""Prince Edward Island"""|Prince Edward Island|Hot topic: Union tells career firefighters not to volunteer in Cape Breton - CTV Atlantic|<b>Prince Edward Island</b>. Video. Latest Video &middot; CTV News ... &#39;He held on to me for his dear life&#39;: N.S. woman thanks firefighter for heroic flash <b>flood</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:10727272367892274865|2023-10-19T20:22:29Z|https://atlantic.ctvnews.ca/hot-topic-union-tells-career-firefighters-not-to-volunteer-in-cape-breton-1.6607280
en|" flood | ""ice jam"" + ""Prince Edward Island"""|Prince Edward Island|IBAC welcomes new leadership - Insurance Business America|Catastrophe &amp; <b>Flood</b> &middot; Claims &middot; Commercial Solutions &middot; Construction ... Mary Beth McInnis - Insurance Brokers Association of <b>Prince Edward Island</b> (IBAPEI)&nbsp;...|tag:google.com,2013:googlealerts/feed:13652410907746744581|2023-10-19T16:56:09Z|https://www.insurancebusinessmag.com/ca/news/breaking-news/ibac-welcomes-new-leadership-463696.aspx
en|" flood | ""ice jam"" + Alberta"|Alberta|Two beavers killed after building dam in Calgary storm pond - Video|... <b>flood</b> risk and relocation wasn&#39;t an option. 5m ago &middot; 1:47 &middot; Green to pink: <b>Alberta</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:8836336369819846724|2023-10-20T03:21:01Z|https://calgary.citynews.ca/video/2023/10/19/two-beavers-killed-after-building-dam-in-calgary-storm-pond/
en|" flood | ""ice jam"" + Alberta"|Alberta|<b>Flood</b> watches posted for western Island, Englishman River - Victoria Times Colonist|The B.C. River Forecast Centre has posted <b>flood</b> watches across western Vancouver Island and for the Englishman River near Parksville.|tag:google.com,2013:googlealerts/feed:4761600035861578795|2023-10-20T00:03:49Z|https://www.timescolonist.com/local-news/flood-watches-posted-for-western-parts-of-island-englishman-river-7709878
en|" flood | ""ice jam"" + Alberta"|Alberta|"2 beavers killed, city says dam posed <b>flood</b> risk | CityNews Calgary"|... <b>flood</b> a northeast storm pond. (Nose Creek Preservation Society, Twitter) ... The post also noted that relocation is not supported by <b>Alberta&#39;s</b> Ministry&nbsp;...|tag:google.com,2013:googlealerts/feed:12105162094047430849|2023-10-19T18:07:17Z|https://calgary.citynews.ca/2023/10/19/calgary-beavers-killed/
en|" flood | ""ice jam"" + Alberta"|Alberta|Oath to sovereign made by prospective lawyers not violation of religious rights: <b>Alberta</b> judge|An <b>Alberta</b> judge has ruled against a devout Sikh man who was arguing an ... Queens University Law Dean Colleen <b>Flood</b> Law schools disclose common&nbsp;...|tag:google.com,2013:googlealerts/feed:6417010508934165971|2023-10-19T16:59:23Z|https://www.law360.ca/articles/51775/oath-to-sovereign-made-by-prospective-lawyers-not-violation-of-religious-rights-alberta-judge
en|" flood | ""ice jam"" + Manitoba"|Manitoba|"For Wab Kinew and his new cabinet, the work starts now | CBC News"|And now that moment is over and, along with it, the national gaze that typically only veers in <b>Manitoba&#39;s</b> direction after a horrible <b>flood</b> or homicide&nbsp;...|tag:google.com,2013:googlealerts/feed:10308779182176953418|2023-10-19T19:13:01Z|https://www.cbc.ca/news/canada/manitoba/cabinet-analysis-manitoba-ndp-1.7000783
en|" flood | ""ice jam"" + Manitoba"|Manitoba|Thinking about cohabitation or prenuptial agreement in <b>Manitoba</b>? Here are a few points|Queens University Law Dean Colleen <b>Flood</b> Law schools disclose common concerns, diverse takes on regulating GenAI use by students, faculty. Latest.|tag:google.com,2013:googlealerts/feed:15128053551197635425|2023-10-19T18:20:43Z|https://www.law360.ca/articles/51780/thinking-about-cohabitation-or-prenuptial-agreement-in-manitoba-here-are-a-few-points-
en|" flood | ""ice jam"" + Ontario"|Ontario|Reporter wins support after Nebraska governor dismissed story because the journalist is Chinese|The comments, which received a <b>flood</b> of publicity this week when the ... 333 Bloor Street East, Toronto, <b>Ontario</b> M4W 1G9 © 2002 - 2023 Rogers Media.|tag:google.com,2013:googlealerts/feed:2887463555745238873|2023-10-20T03:44:36Z|https://toronto.citynews.ca/2023/10/19/nebraska-governor-silent-after-dismissing-news-story-because-reporter-was-chinese/
en|" flood | ""ice jam"" + Ontario"|Ontario|Storm Babet: <b>Flood</b> avoidance advice issued by water company - Yahoo News Canada|Storm Babet: <b>Flood</b> avoidance advice issued by water company. BBC. Thu ... First frost risk pushes into southern <b>Ontario</b>, GTA this weekend. 2 hours ago.|tag:google.com,2013:googlealerts/feed:3644591518705517301|2023-10-20T01:58:26Z|https://ca.news.yahoo.com/storm-babet-flood-avoidance-advice-134633958.html
en|" flood | ""ice jam"" + Ontario"|Ontario|Atmospheric river passes in southern B.C., but area rivers still rising - CTV News Vancouver Island|River Forecast Centre posted <b>flood</b> watches across western Vancouver Island and for the Englishman River near Parksville, warning of levels seen&nbsp;...|tag:google.com,2013:googlealerts/feed:7199080520041035718|2023-10-19T23:09:53Z|https://vancouverisland.ctvnews.ca/atmospheric-river-passes-in-southern-b-c-but-area-rivers-still-rising-1.6608449
en|" flood | ""ice jam"" + Ontario"|Ontario|Hundreds in Scotland told to evacuate as northern Europe braces for gale-force winds and floods|<b>Ontario</b> &middot; <b>Ontario</b> Regional News &middot; <b>Ontario</b> Communities News &middot; Canada &middot; British ... <b>flood</b> warnings, Thursday, Oct. 19, 2023. Hundreds of people are being&nbsp;...|tag:google.com,2013:googlealerts/feed:9996837770679122329|2023-10-19T23:01:57Z|https://www.thespec.com/news/world/europe/hundreds-in-scotland-told-to-evacuate-as-northern-europe-braces-for-gale-force-winds-and/article_0d803080-dda3-5841-a545-e26b758fb085.html
en|" flood | ""ice jam"" + Ontario"|Ontario|Hundreds in Scotland told to evacuate as northern Europe braces for gale-force winds and floods|<b>Ontario</b> &middot; British Columbia &middot; Alberta &middot; Quebec &middot; Nova Scotia &middot; Politics &middot; Federal ... <b>flood</b> warnings, Thursday, Oct. 19, 2023. Hundreds of people are&nbsp;...|tag:google.com,2013:googlealerts/feed:14389194870730042786|2023-10-19T22:32:05Z|https://www.thestar.com/news/world/europe/hundreds-in-scotland-told-to-evacuate-as-northern-europe-braces-for-gale-force-winds-and/article_b8d9cc93-ae7e-5ca1-8c6c-5ff24dfdaae9.html
en|" flood | ""ice jam"" + Ontario"|Ontario|Reforestation work at Mount Meager a roaring success—against all odds - The Hamilton Spectator|<b>Ontario</b> &middot; <b>Ontario</b> Regional News ... The essential work aims to reduce <b>flood</b> risk for nearby communities including the Lil&#39;wat Nation and Pemberton.|tag:google.com,2013:googlealerts/feed:2066113591488661011|2023-10-19T19:57:00Z|https://www.thespec.com/news/canada/reforestation-work-at-mount-meager-a-roaring-success-against-all-odds/article_044ab634-fa43-5c51-8367-541e2bbe5809.html
en|" flood | ""ice jam"" + Ontario"|Ontario|Storm U15 Rep win home opener - The Highlander Newspaper|After the <b>flood</b>, the Storm had clearly reset and came out focused on ... <b>Ontario</b> ,. info@dysartetal.ca. +1 705-457-1740. Inquiry. Visit Store. Logo&nbsp;...|tag:google.com,2013:googlealerts/feed:1244937231862036684|2023-10-19T19:40:52Z|https://thehighlander.ca/2023/10/19/storm-u15-rep-win-home-opener/
en|" flood | ""ice jam"" + Ontario"|Ontario|Toronto&#39;s most spectacular sunset of the year is about to happen - blogTO|Photographers will <b>flood</b> the centre of Toronto intersections next week ... <b>Ontario</b> but no it&#39;s not Toronto. Save Post. New forecast predicts a mild&nbsp;...|tag:google.com,2013:googlealerts/feed:7191958617348030242|2023-10-19T19:17:28Z|https://www.blogto.com/city/2023/10/torontohenge-2023/
en|" flood | ""ice jam"" + Ontario"|Ontario|&#39;<b>Flood</b> tests&#39; ongoing to plug leaks in Twin Pad roof - Sault Star|&#39;<b>Flood</b> tests&#39; ongoing to plug leaks in Twin Pad roof. The last test was ... 365 Bloor Street East, Toronto, <b>Ontario</b>, M4W 3L4. © 2023 Sault Star, a&nbsp;...|tag:google.com,2013:googlealerts/feed:9684351326804673503|2023-10-19T18:20:02Z|https://saultstar.com/news/local-news/flood-tests-ongoing-to-plug-leaks-in-twin-pad-roof
en|" flood | ""ice jam"" + Ontario"|Ontario|Atmospheric river passes in southern B.C., but area rivers still rising - CTV News Vancouver Island|River Forecast Centre posted <b>flood</b> watches across western Vancouver ... <b>Ontario</b> MPP Sarah Jama has sent a cease-and-desist letter to Premier Doug&nbsp;...|tag:google.com,2013:googlealerts/feed:4682447424009199726|2023-10-19T17:13:48Z|https://vancouverisland.ctvnews.ca/mobile/atmospheric-river-passes-in-southern-b-c-but-area-rivers-still-rising-1.6608449
